week_start,store_id,cat_id,weekly_units_sold,weekly_revenue
2015-03-02,CA_1,FOODS,20246.0,56223.36
2015-03-09,CA_1,FOODS,19867.0,53060.79
2015-03-16,CA_1,FOODS,19079.0,50401.18
2015-03-23,CA_1,FOODS,18810.0,49204.52
2015-03-30,CA_1,FOODS,23276.0,59603.48
2015-04-06,CA_1,FOODS,21276.0,57514.26
2015-04-13,CA_1,FOODS,20487.0,54890.95
2015-04-20,CA_1,FOODS,20338.0,54955.79
2015-04-27,CA_1,FOODS,21823.0,57198.58
2015-05-04,CA_1,FOODS,22432.0,59416.95
2015-05-11,CA_1,FOODS,20771.0,55265.31
2015-05-18,CA_1,FOODS,19819.0,52610.75
2015-05-25,CA_1,FOODS,20082.0,52214.42
2015-06-01,CA_1,FOODS,22056.0,56328.41
2015-06-08,CA_1,FOODS,22400.0,57234.09
2015-06-15,CA_1,FOODS,20860.0,53183.33
2015-06-22,CA_1,FOODS,20789.0,51903.42
2015-06-29,CA_1,FOODS,21916.0,55407.25
2015-07-06,CA_1,FOODS,22636.0,59563.27
2015-07-13,CA_1,FOODS,20187.0,51812.19
2015-07-20,CA_1,FOODS,19613.0,49851.1
2015-07-27,CA_1,FOODS,22001.0,54815.58
2015-08-03,CA_1,FOODS,23323.0,60915.05
2015-08-10,CA_1,FOODS,21123.0,54385.69
2015-08-17,CA_1,FOODS,20338.0,53253.93
2015-08-24,CA_1,FOODS,18806.0,48640.69
2015-08-31,CA_1,FOODS,20932.0,54230.6
2015-09-07,CA_1,FOODS,22076.0,58083.81
2015-09-14,CA_1,FOODS,20561.0,53590.95
2015-09-21,CA_1,FOODS,20361.0,54066.87
2015-09-28,CA_1,FOODS,21562.0,55474.86
2015-10-05,CA_1,FOODS,22765.0,59190.11
2015-10-12,CA_1,FOODS,20818.0,54724.36
2015-10-19,CA_1,FOODS,19042.0,50466.33
2015-10-26,CA_1,FOODS,18512.0,49182.72
2015-11-02,CA_1,FOODS,19468.0,53769.76
2015-11-09,CA_1,FOODS,18450.0,50612.94
2015-11-16,CA_1,FOODS,17657.0,47800.59
2015-11-23,CA_1,FOODS,16913.0,44637.89
2015-11-30,CA_1,FOODS,18227.0,51249.82
2015-12-07,CA_1,FOODS,17629.0,50398.12
2015-12-14,CA_1,FOODS,18279.0,50674.66
2015-12-21,CA_1,FOODS,16133.0,43705.8
2015-12-28,CA_1,FOODS,17928.0,50998.72
2016-01-04,CA_1,FOODS,20479.0,57138.8
2016-01-11,CA_1,FOODS,19057.0,50711.92
2016-01-18,CA_1,FOODS,18786.0,50605.03
2016-01-25,CA_1,FOODS,18253.0,49789.0
2016-02-01,CA_1,FOODS,20867.0,58171.4
2016-02-08,CA_1,FOODS,20188.0,53884.81
2016-02-15,CA_1,FOODS,20097.0,53534.36
2016-02-22,CA_1,FOODS,19275.0,50814.83
2016-02-29,CA_1,FOODS,20700.0,54795.32
2016-03-07,CA_1,FOODS,20873.0,56303.86
2016-03-14,CA_1,FOODS,20265.0,54811.43
2016-03-21,CA_1,FOODS,21637.0,57381.61
2016-03-28,CA_1,FOODS,20995.0,57030.92
2016-04-04,CA_1,FOODS,22407.0,61371.11
2016-04-11,CA_1,FOODS,20201.0,55732.11
2016-04-18,CA_1,FOODS,21065.0,58105.07
2016-04-25,CA_1,FOODS,21560.0,58527.89
2016-05-02,CA_1,FOODS,22889.0,63098.3
2016-05-09,CA_1,FOODS,23619.0,64439.94
2016-05-16,CA_1,FOODS,22765.0,61744.97
2011-01-24,CA_1,HOBBIES,1054.0,2277.55
2011-01-31,CA_1,HOBBIES,3089.0,7063.36
2011-02-07,CA_1,HOBBIES,3336.0,7586.33
2011-02-14,CA_1,HOBBIES,2868.0,6946.62
2011-02-21,CA_1,HOBBIES,3156.0,7219.93
2011-02-28,CA_1,HOBBIES,2027.0,6772.23
2011-03-07,CA_1,HOBBIES,3022.0,7191.68
2011-03-14,CA_1,HOBBIES,2929.0,7916.19
2011-03-21,CA_1,HOBBIES,3298.0,7753.05
2011-03-28,CA_1,HOBBIES,3215.0,8478.68
2011-04-04,CA_1,HOBBIES,3352.0,8732.18
2011-04-11,CA_1,HOBBIES,3078.0,8364.89
2011-04-18,CA_1,HOBBIES,2626.0,8871.82
2011-04-25,CA_1,HOBBIES,3130.0,8569.03
2011-05-02,CA_1,HOBBIES,2950.0,8178.49
2011-05-09,CA_1,HOBBIES,3125.0,8793.9
2011-05-16,CA_1,HOBBIES,2806.0,8104.65
2011-05-23,CA_1,HOBBIES,2940.0,8040.07
2011-05-30,CA_1,HOBBIES,2613.0,8545.62
2011-06-06,CA_1,HOBBIES,3251.0,9024.8
2011-06-13,CA_1,HOBBIES,3244.0,8634.26
2011-06-20,CA_1,HOBBIES,2872.0,8441.97
2011-06-27,CA_1,HOBBIES,2879.0,8583.24
2011-07-04,CA_1,HOBBIES,2984.0,8276.05
2011-07-11,CA_1,HOBBIES,2818.0,8117.76
2011-07-18,CA_1,HOBBIES,3061.0,8307.85
2011-07-25,CA_1,HOBBIES,2710.0,8197.21
2011-08-01,CA_1,HOBBIES,3295.0,8677.41
2011-08-08,CA_1,HOBBIES,2969.0,7721.27
2011-08-15,CA_1,HOBBIES,2845.0,7180.14
2011-08-22,CA_1,HOBBIES,2777.0,6852.26
2011-08-29,CA_1,HOBBIES,3064.0,7253.2
2011-09-05,CA_1,HOBBIES,3080.0,7158.77
2011-09-12,CA_1,HOBBIES,2574.0,6321.94
2011-09-19,CA_1,HOBBIES,2913.0,6670.71
2011-09-26,CA_1,HOBBIES,3434.0,7291.02
2011-10-03,CA_1,HOBBIES,3074.0,7342.82
2011-10-10,CA_1,HOBBIES,3417.0,6970.47
2011-10-17,CA_1,HOBBIES,2936.0,6947.24
2011-10-24,CA_1,HOBBIES,2712.0,6678.61
2011-10-31,CA_1,HOBBIES,3113.0,7401.2
2011-11-07,CA_1,HOBBIES,2722.0,6327.23
2011-11-14,CA_1,HOBBIES,2670.0,6402.18
2011-11-21,CA_1,HOBBIES,2269.0,5304.72
2011-11-28,CA_1,HOBBIES,3268.0,7397.94
2011-12-05,CA_1,HOBBIES,2976.0,7392.16
2011-12-12,CA_1,HOBBIES,2754.0,7364.96
2011-12-19,CA_1,HOBBIES,2314.0,5844.93
2011-12-26,CA_1,HOBBIES,3011.0,7241.23
2012-01-02,CA_1,HOBBIES,3155.0,7312.57
2012-01-09,CA_1,HOBBIES,2954.0,6344.79
2012-01-16,CA_1,HOBBIES,2711.0,6640.68
2012-01-23,CA_1,HOBBIES,2757.0,6739.54
2012-01-30,CA_1,HOBBIES,3093.0,7844.83
2012-02-06,CA_1,HOBBIES,2706.0,7390.97
2012-02-13,CA_1,HOBBIES,2517.0,7464.87
2012-02-20,CA_1,HOBBIES,2660.0,7671.05
2012-02-27,CA_1,HOBBIES,3183.0,8024.57
2012-03-05,CA_1,HOBBIES,2909.0,7788.15
2012-03-12,CA_1,HOBBIES,2813.0,7701.64
2012-03-19,CA_1,HOBBIES,2855.0,8149.27
2012-03-26,CA_1,HOBBIES,2981.0,8515.2
2012-04-02,CA_1,HOBBIES,2759.0,7938.14
2012-04-09,CA_1,HOBBIES,3480.0,8788.42
2012-04-16,CA_1,HOBBIES,3169.0,7997.24
2012-04-23,CA_1,HOBBIES,2661.0,7978.0
2012-04-30,CA_1,HOBBIES,3384.0,8858.82
2012-05-07,CA_1,HOBBIES,2007.0,7449.87
2012-05-14,CA_1,HOBBIES,2061.0,7800.55
2012-05-21,CA_1,HOBBIES,2064.0,7736.9
2012-05-28,CA_1,HOBBIES,3455.0,9304.68
2012-06-04,CA_1,HOBBIES,3185.0,9002.53
2012-06-11,CA_1,HOBBIES,2917.0,8512.52
2012-06-18,CA_1,HOBBIES,3016.0,9372.97
2012-06-25,CA_1,HOBBIES,2890.0,9420.67
2012-07-02,CA_1,HOBBIES,2428.0,9648.98
2012-07-09,CA_1,HOBBIES,2955.0,9395.12
2012-07-16,CA_1,HOBBIES,3044.0,9939.83
2012-07-23,CA_1,HOBBIES,2122.0,8863.97
2012-07-30,CA_1,HOBBIES,2676.0,10450.77
2012-08-06,CA_1,HOBBIES,2222.0,9074.0
2012-08-13,CA_1,HOBBIES,2344.0,9528.25
2012-08-20,CA_1,HOBBIES,2266.0,9357.75
2012-08-27,CA_1,HOBBIES,2334.0,9694.71
2012-09-03,CA_1,HOBBIES,2197.0,8994.49
2012-09-10,CA_1,HOBBIES,2203.0,8728.79
2012-09-17,CA_1,HOBBIES,2378.0,8841.54
2012-09-24,CA_1,HOBBIES,2142.0,8957.71
2012-10-01,CA_1,HOBBIES,2383.0,9410.57
2012-10-08,CA_1,HOBBIES,2364.0,9523.45
2012-10-15,CA_1,HOBBIES,2321.0,8779.98
2012-10-22,CA_1,HOBBIES,2394.0,9069.3
2012-10-29,CA_1,HOBBIES,2259.0,9593.64
2012-11-05,CA_1,HOBBIES,2173.0,9108.46
2012-11-12,CA_1,HOBBIES,2049.0,9066.05
2012-11-19,CA_1,HOBBIES,1731.0,7758.43
2012-11-26,CA_1,HOBBIES,1945.0,8774.6
2012-12-03,CA_1,HOBBIES,2096.0,10090.89
2012-12-10,CA_1,HOBBIES,2097.0,9976.37
2012-12-17,CA_1,HOBBIES,2119.0,9575.09
2012-12-24,CA_1,HOBBIES,1647.0,8129.44
2012-12-31,CA_1,HOBBIES,1970.0,9900.04
2013-01-07,CA_1,HOBBIES,2057.0,9715.01
2013-01-14,CA_1,HOBBIES,1980.0,8988.29
2013-01-21,CA_1,HOBBIES,2869.0,10115.09
2013-01-28,CA_1,HOBBIES,3441.0,11168.39
2013-02-04,CA_1,HOBBIES,2430.0,10971.88
2013-02-11,CA_1,HOBBIES,3497.0,11504.98
2013-02-18,CA_1,HOBBIES,3379.0,12739.2
2013-02-25,CA_1,HOBBIES,3414.0,12564.34
2013-03-04,CA_1,HOBBIES,2373.0,11280.64
2013-03-11,CA_1,HOBBIES,3192.0,11401.71
2013-03-18,CA_1,HOBBIES,3052.0,10981.49
2013-03-25,CA_1,HOBBIES,2277.0,10700.55
2013-04-01,CA_1,HOBBIES,3965.0,12064.54
2013-04-08,CA_1,HOBBIES,3379.0,11332.84
2013-04-15,CA_1,HOBBIES,3249.0,10851.41
2013-04-22,CA_1,HOBBIES,3382.0,11246.61
2013-04-29,CA_1,HOBBIES,2353.0,9414.0
2013-05-06,CA_1,HOBBIES,3061.0,10122.49
2013-05-13,CA_1,HOBBIES,3188.0,11618.81
2013-05-20,CA_1,HOBBIES,3673.0,11428.34
2013-05-27,CA_1,HOBBIES,3602.0,12466.87
2013-06-03,CA_1,HOBBIES,3901.0,12528.98
2013-06-10,CA_1,HOBBIES,3460.0,11233.96
2013-06-17,CA_1,HOBBIES,3507.0,11369.43
2013-06-24,CA_1,HOBBIES,3238.0,11596.71
2013-07-01,CA_1,HOBBIES,3416.0,11940.63
2013-07-08,CA_1,HOBBIES,3208.0,12301.34
2013-07-15,CA_1,HOBBIES,3461.0,12279.12
2013-07-22,CA_1,HOBBIES,2932.0,11269.24
2013-07-29,CA_1,HOBBIES,3587.0,13654.45
2013-08-05,CA_1,HOBBIES,3322.0,12748.96
2013-08-12,CA_1,HOBBIES,3110.0,12998.95
2013-08-19,CA_1,HOBBIES,3254.0,12689.26
2013-08-26,CA_1,HOBBIES,3160.0,12268.97
2013-09-02,CA_1,HOBBIES,2183.0,11243.88
2013-09-09,CA_1,HOBBIES,3429.0,12979.01
2013-09-16,CA_1,HOBBIES,3246.0,11902.75
2013-09-23,CA_1,HOBBIES,3429.0,11749.55
2013-09-30,CA_1,HOBBIES,3923.0,13466.24
2013-10-07,CA_1,HOBBIES,3555.0,11943.25
2013-10-14,CA_1,HOBBIES,3553.0,12613.16
2013-10-21,CA_1,HOBBIES,3253.0,11141.29
2013-10-28,CA_1,HOBBIES,3567.0,12735.42
2013-11-04,CA_1,HOBBIES,3581.0,11492.64
2013-11-11,CA_1,HOBBIES,3669.0,12297.85
2013-11-18,CA_1,HOBBIES,3573.0,12810.65
2013-11-25,CA_1,HOBBIES,3086.0,10593.41
2013-12-02,CA_1,HOBBIES,4278.0,13057.38
2013-12-09,CA_1,HOBBIES,3791.0,13410.94
2013-12-16,CA_1,HOBBIES,3903.0,13556.84
2013-12-23,CA_1,HOBBIES,2788.0,10547.84
2013-12-30,CA_1,HOBBIES,3616.0,12542.62
2014-01-06,CA_1,HOBBIES,3413.0,12769.46
2014-01-13,CA_1,HOBBIES,3068.0,11588.16
2014-01-20,CA_1,HOBBIES,3237.0,11633.23
2014-01-27,CA_1,HOBBIES,3296.0,12201.67
2014-02-03,CA_1,HOBBIES,3249.0,11898.05
2014-02-10,CA_1,HOBBIES,3320.0,11463.57
2014-02-17,CA_1,HOBBIES,3055.0,11095.65
2014-02-24,CA_1,HOBBIES,3377.0,10663.01
2014-03-03,CA_1,HOBBIES,3201.0,11122.52
2014-03-10,CA_1,HOBBIES,3142.0,10114.73
2014-03-17,CA_1,HOBBIES,3133.0,11040.53
2014-03-24,CA_1,HOBBIES,3079.0,10978.86
2014-03-31,CA_1,HOBBIES,3538.0,12224.02
2014-04-07,CA_1,HOBBIES,3338.0,11031.13
2014-04-14,CA_1,HOBBIES,2888.0,11811.86
2014-04-21,CA_1,HOBBIES,3280.0,11376.51
2014-04-28,CA_1,HOBBIES,3209.0,10376.87
2014-05-05,CA_1,HOBBIES,3375.0,11103.46
2014-05-12,CA_1,HOBBIES,3091.0,11730.02
2014-05-19,CA_1,HOBBIES,3131.0,11304.27
2014-05-26,CA_1,HOBBIES,3513.0,12912.63
2014-06-02,CA_1,HOBBIES,3406.0,12305.1
2014-06-09,CA_1,HOBBIES,3133.0,11693.1
2014-06-16,CA_1,HOBBIES,3394.0,12336.54
2014-06-23,CA_1,HOBBIES,3477.0,12297.53
2014-06-30,CA_1,HOBBIES,3680.0,13474.42
2014-07-07,CA_1,HOBBIES,3187.0,12764.59
2014-07-14,CA_1,HOBBIES,3439.0,12385.3
2014-07-21,CA_1,HOBBIES,3107.0,11459.0
2014-07-28,CA_1,HOBBIES,3823.0,12779.07
2014-08-04,CA_1,HOBBIES,3535.0,12177.22
2014-08-11,CA_1,HOBBIES,3334.0,12353.28
2014-08-18,CA_1,HOBBIES,3215.0,12576.97
2014-08-25,CA_1,HOBBIES,3253.0,11925.04
2014-09-01,CA_1,HOBBIES,3430.0,13264.4
2014-09-08,CA_1,HOBBIES,3339.0,12557.9
2014-09-15,CA_1,HOBBIES,3168.0,12820.14
2014-09-22,CA_1,HOBBIES,2970.0,11237.29
2014-09-29,CA_1,HOBBIES,3398.0,12649.78
2014-10-06,CA_1,HOBBIES,3274.0,11635.87
2014-10-13,CA_1,HOBBIES,3567.0,12668.38
2014-10-20,CA_1,HOBBIES,3542.0,12893.33
2014-10-27,CA_1,HOBBIES,3995.0,13282.93
2014-11-03,CA_1,HOBBIES,3557.0,12656.79
2014-11-10,CA_1,HOBBIES,3551.0,13074.76
2014-11-17,CA_1,HOBBIES,3467.0,12715.18
2014-11-24,CA_1,HOBBIES,3077.0,11400.73
2014-12-01,CA_1,HOBBIES,3761.0,13864.66
2014-12-08,CA_1,HOBBIES,3593.0,13259.32
2014-12-15,CA_1,HOBBIES,3705.0,13916.77
2014-12-22,CA_1,HOBBIES,2788.0,11762.46
2014-12-29,CA_1,HOBBIES,3443.0,14128.07
2015-01-05,CA_1,HOBBIES,3340.0,13866.01
2015-01-12,CA_1,HOBBIES,3423.0,13367.68
2015-01-19,CA_1,HOBBIES,3331.0,13158.5
2015-01-26,CA_1,HOBBIES,3482.0,13875.92
2015-02-02,CA_1,HOBBIES,3498.0,14406.16
2015-02-09,CA_1,HOBBIES,3633.0,14599.87
2015-02-16,CA_1,HOBBIES,3465.0,14860.75
2015-02-23,CA_1,HOBBIES,4006.0,16322.85
2015-03-02,CA_1,HOBBIES,3792.0,16319.1
2015-03-09,CA_1,HOBBIES,3370.0,14994.54
2015-03-16,CA_1,HOBBIES,3730.0,14961.1
2015-03-23,CA_1,HOBBIES,3357.0,14804.37
2015-03-30,CA_1,HOBBIES,3839.0,16303.21
2015-04-06,CA_1,HOBBIES,3787.0,15603.05
2015-04-13,CA_1,HOBBIES,3774.0,15795.88
